Gabri (Iranian)	
Judeo-Yazdi-Kermani	
Judeo-Kermani	Kermani
Judeo-Yazdi	Yazdi
Parsi (Zoroastrian)	
Zoroastrian Dari	
Sivandi	Siwendî [ku],Sivand,Sivend,Sivendi,Sîvändî
Komisenian	
Lasgerdi	Semnani,Lāsguerdī
Sangisari	Sangesari,Sangsari language [en],Sengıserki [diq],Sängesärī,Sèngisèr,Mahdi Shahri,Mehdishahri,Sangsari,Sengiseri,Sengsari,Sängesäri,Sängsari,Sängsäri
Sorkhei-Aftari	Iran,Sorkhei,Sorkhei [en],Aftar,Aftari,Sourkhe,Sourkheī,Surxej
Aftari	
Sorkhei	
Laki-Kurdish	
Kurdish	
Central Kurdish	Eastern Kurdish,Kermanji,Kordi,Korkora,Kurdi,Kurdisch,Kurdish, Central,Kurdy,Mokri,Mukri,Sine'i,Sorani,Southern Kurdish,Wawa,Język sorani [pl],Sorani [da],Soranî [en],Sorání [cs],Sorâni [pt],Arbil,Ardalani,Bingird and Pizdar,Djâfi (Zohâb),Kordi-ye Mahābād,Kurdi Mahabad,Kurdish-Central,Moukri,Mukri from Sawdj-Bulaq / Mahabad in Iranian Kurdistan,Sanandaj Kurdish,Sanandaji,Saqezi,Sihnèh,Sulaimania,Sulaimaniy,Sulaimaniya,Suleimaniye,Warmawa
Mukri	
Sine'i	
Sanandaji	Sina'i,Sine'i,Sineyi
Southern Jafi	
Warmawa	
Sorani	
Bingird	Bingrid
Garmiyani	
Hewleri	Arbili
Khanaquin	
Pizhdar	Pizdar
Rewandiz	Riwandiz,Riwanduz
Suleimani	Silemani,Suleimaniyi
Northern Kurdish	Kurdish (Central),Kurmanji,Kurdish (Kurmanji),Kurdish (Northern),Kurdish,Kirmanji,Badinani,Bahdini,Behdini,Eastern Kurmanji,Kermancî,Khorasani,Khorasani Kurmanji,Kirmanciya Jori,Kirmancî,Kordi,Kurdi,Kurdisch,Kurdish, Northern,Kurdî,Kurmancî,Western Kurdish,Zaza,Akre,Amadiya,Amadiye and Zakho,Ammadiya,Boti,Ezädi,Kurdish Hakkari,Kurdish-Northern,Kurmandzi,Mosul Kurdish,Sheikhan and Dohuk,Standard Kurdish in Armenian SSSR,Surci,Yezidi
Northern Kurmanji	
Bayezidi	
Bitlis Kurmanji	
Erevan Kurmanji	
Mush Kurmanji	
Van Kurmanji	
Southern Kurmanji	
Ashiti	
Boti	Botani
Southeastern Kurmanji	
Akre	
Amadiye Kurdish	Amadiye
Barwari Jor	Barwari
Gulli	
Hakkari	Hekari
Mhallami	Mardinli
Sheikhan-Dohuk	Sheikhan
Shemdinani	
Surchi	
Zakho Kurdish	Zakho
Western Kurmanji	
Northwest Kurmanji	
Elbistan Kurmanji	Marashi (Northern Kurdish)
Sivas	
Southwest Kurmanji	
Aleppo Kurmanji	
Khorasani Kurmanji	
Urfa Kurmanji	
Southern Kurdish	Kermanshahi,Kurdisch,Kurdish, Southern,Kelhuri [tr],Kurdí Xwar [ku],Quelúri [pt],Südkurdische Sprache [de],Abdui,Avazi,Chardawri,Garus,Garusi,Gerrous,Gärrūsi aus Bijār,Ilam,Kalhori,Kalhuri,Kamyaran Southern Kurdish,Kermānšāhi,Kirmanchahan,Kordi-ye Ilāmi,Kurdish-Southern,Kälun-Abdū,Kälùn-Abdû,Mostly Kirmanshahi-Fayli,The southeast Kurdish dialect of the village pair of Kalānī and 'Abdū'ī of Kāzerun
Ilami	Feyli
Badre'i	Bayray
Garrusi	Bijari
Malekshahi	Maleksh ay
Lakic Southern Kurdish	
Kermanshahi	Kermanshani
Kordali	
Peripheral Kermanshahic	
Kalhori-Sanjabi-Zangane	
Kalhori	
Sanjabi	
Zangane	
Kolyai	
Laki	Alaki,Leki,Laki [da],Lakieg [br],Leki [de],Lekî [ku],Harsin,Korūnī,Laki d'Aleshtar,Laki-Louristan Poucht-é-kouh,Pish-e Kuh Laki
Parthian	Bahasa Parthia [id],Idioma parto [es],Lingua Parthica [la],Língua pahlavi [pt],Parthe [fr],Parthian kieli [fi],Parthische Sprache [de],Partki [diq],Partça [tr],Parthain,Parthe
Semnani-Biyabuneki	Iran,Semnani,Semnani [en],Biabanaki,Biyabanaki,Biyabuneki,Khur,Mazanderani-Semnoni,Samnan,Semnan,Semnanskij,Simnani
Biyabuneki	
Semnan	
Adharic	
Adhari	
Gorani	
Gurani	Hawrami,Awroman,Gorani,Awromani,Hawramani,Hewrami,Howrami,Macho,Goraneg [br],Gorani [de],Gorani dialects [en],Goranice [tr],Goranki [diq],Hewramî [ku],Auramani,Avormani,Avromani,Gawraju,Hawraman,Hawrami (Hawraman Takht),Kakayi,Kandulayi,Känduläi,Takht Hawrami,Zarda,Zardayana
Hawraman-I Luhon	
Hawraman-I Taxt	
Kakai	Macho
Nuclear Gurani	
Gawhara	
Kandula	
Zardayana	
Shabak-Bajalani	
Bajelani	Bajalani,Bajoran,Bejwan,Chichamachu,Gurani,Hawrami,Badschälani
Shabaki	Iraq, Iran,Shabak,Língua shabaki [pt],Shabak [en],Chabak,Sabaki
Chabak	
Sarli	Sarliya,Sarli dans des villages situes dans la meme region sur les rives droite et gauche du Grand Zäb. On trouve egalement des villages peuples de Sarli plus a Pest dans la province de Kirkouk
Tatic	
Central Tatic	
Khalkhalic	
Kajali	Iran
Karanic	Iran,Koresh-e Rostam,Koresh-e Rostam [en],Diz,Karan,Karani,Karini,Karnaq in Khoresh-e Rostam,Khoresh-e Rostam,Lerd
Diz	
Gandomabi	
Hezarrudi	
Karani (Khoresh-e Rostam)	
Karnaq	
Kelasi	
Lerd	
Nowkiani	
Shahrudi-Southern Talysh	Koluri,Iran,Shahrudi,Shahrudi [en],Masal,Masali,Masule,Mâsule,Shali,Southern Talysh
Shali-Kolur	
Shandermani	
Southern Talyshi	
Massali	
Masulei	
Kho'ini	Iran
Maraghei	Iran,Dikini
Dikini	
North-Central Talysh	Talysh (Azerbaijan),Talysh (Southern),Talish,Talysh,Talesh,Taleshi,Talishi,Talisí,Talyshi,Talicheg [br],Talisch [de],Talişki [diq],Talişler [tr],Talysh [en],Talysh language [en],Talyšin kieli [fi],Anbarani,Anbarân Mahalle,Asalemi,Central Talysh,Central Talyshi,Hashtpar,Karganrudi,Northern Talysh,Northern Talyshi,Taleshi Asalem,Talych-Lenkorân,Talysh from AzCCR,Tâleshi,Xâle Sarâ (Asâlem),Talış dili,Tolışi
Central Talyshi	
Asalemi	
Hashtpari	
Northern Talyshi	
Astara	
Lenkoran	
Lerik	
Taromic	
Kabatei	Iran
Kabate	
Kalas	
Upper Taromi	Iran,Taromi, Upper,Taromi,Upper,Hezārrudi
Alamuti	Gozarkhani,Iran,Gozarkhani [en]
Northern Tatic	
Harzani-Kilit	Harzani,Iran,Harzani [en],Galin-Qaye,Galinqaya,Harzandi
Harzani	
Kilit	
Karingani-Kalasuri-Khoynarudi	Iran,Karingani,Karingani [en],Khoynarudi,Tati of Kalasur,Tati of Xoyanrud closest to Karingani,Tati of Xoynarud closest to Karingani
Kalāsuri-Khoynarudi	
Keringāni	
Southern Tatic	
Alviri-Vidari	Tati,Tatí,Vidari
Alvir	Alviri
Vidar	Vidari
Ramand-Karaj	
Eshtehardi	Iran,Eshtehārdi
Razajerdi	Iran
Takestani	Tati (Southern),S. Tati,Southern,Southern Tati,Tati,Takistani,Dialectes tats [fr],Tati [en],Chāli,Dānesfāni-Esfarvarini-Xoznini,Ebrāhim-Ābādi,Esfarvarini,Ramand,Sagz-Ābādi,Tati (Takestan),Tākestāni,Xiāraji
Khalkhal	
Kharaqan	
Ramand	Takestan
Tarom	
Zanjan	
Vafsic	
Ashtiani	Ashtiyani,Astiani,Astianí,Amorei,Kahak
Amorei	
Kahaki	
Nuclear Ashtiani	
Tafresh	
Vafsi	Vafsí,Vafs
Zaza	
Dimli	Zazaki,Dimili,Zaza,Dimli (individual language),Southern Zaza,Dimli (individual language) [en],Cermik-Siverek,Kor,Kori,Sivereki,Siwerek,Zazaki-Southern,Dimlī
Dumbuli	Dumbeli
Hazzu	Hazo
Kori	
Motki	
Sivereki	
Kirmanjki	Alevica,Dersimki,Dimilki,Kirmanjki (individual language),Northern Zaza,So-Bê,Zaza,Zazaki,Zonê Ma,Kirmanjki (individual language) [en],N Zaz,N Zaza,N Zazaki
Tunceli	
Varto	
Sogdic-Ossetic	
Ossetic	
Old Ossetic	Alanic,Alanisch,Alanskij,Altossetisch,Jassisch,Sarmatisch,Scythae,Scytho-Sarmatian,Skifo-Sarmatski,Skifskogo,Skify
Modern Ossetic	Ossetic,Osetin,Ossete,Ossetian,Ossète,Osético,Bahasa Ossetia [id],Idioma osetio [es],Język osetyjski [pl],Lengua osseta [lij],Lingua osseta [it],Língua osseta [pt],Oiséitis [ga],Oset tili [crh],Oseta lingvo [eo],Oseteg [br],Osetinščina [sl],Osetinų kalba [lt],Osetišćina [hsb],Osetki [diq],Osetçe [tr],Osetčina [sk],Osseetin kieli [fi],Osseta [ca],Ossetian [en],Ossetic [en],Ossetic language [en],Ossetisch [nl],Ossetische Sprache [de],Ossetish [gv],Ossetisk [da],Ossetiska [sv],Ossetiskt mál [fo],Ossète [fr],Oszét nyelv [hu],Pinulongang Osetyo [ceb],Usit simi [qu],Zimanê osetî [ku],Digor Ossetic,Digoron,Iron,Jassic,Yassic
Digor Ossetian	Digor,Digoro-Tual,Northwestern Ossetic,Western Ossetic,Chikola-Lesken,Digor Ossetic,Digoron,Digorskogo,Jassic,Yassic
Chikola-Lesken	
Digora	
Jassic	
Ursdon-Sindziqaw	
Wallagkom	
Iron Ossetian	Iron,Anatolian Iron Ossetic,Igor Ossetian,Iron Osetin,Iron Osetinskij,Ironskogo,Irontsev,Mainly Iron Ossetian,Mostly East Ossetian,Osetin,Ossetian,Yuzhnyx Osetin
Allagir	
Kudar	
Kurtat	
Tagaur	
Tual	
Sogdic	
Khwarezmian	Chorasmian,Choresmian,Khwarizmian,Chorasmian [en],Chorasmien [fr],Choresmische Sprache [de],Horezmin kieli [fi],Lingua corasmia [it],Língua corásmia [pt],Tchorasmeg [br],Khowarezmian,Xorezmian
Sogdian-Yagnobi	
Sogdian	Idioma sogdiano [es],Język sogdyjski [pl],Lingua Sogdiana [la],Sogda lingvo [eo],Sogdien [fr],Sogdin kieli [fi],Sogdisch [nl],Sogdische Sprache [de],Sogdiska [sv],Soğdca [tr],Christian Sogdian,Manichaean Sogdian
Yagnobi	Yaghnobi,Yagnob,Yagnobí,Jaghnobi [de],Jaghnóbština [cs],Jagnoba lingvo [eo],Jagnobin kieli [fi],Lingua iagnobí [gl],Yaghnobi [fr],Yaghnobi language [en],Yaghnobskij,Yaghnōbi,Yaghnabi,Yaghnob
Eastern Yagnobi	
Western Yagnobi	
Central Eastern Iranian	
Shughni-Yazgulami	Shugni-Yazgulami
Shughnic	
Old Wanji	
Sarikoli	Salikur,Sarykoly,Tadzik,Tajik,Tajiki,Lenga Sarikoli [pms],Lingua sariculiana [gl],Sarikoli keel [et],Sarikolin kieli [fi],Sariqoli [fr],Sarikol,Sariqoli,Sarykolskij
Shughni	Rushan,Rushani,Bartangi,Chugní,Khugni,Roshorvi,Rushâni,Shighni,Shugnan-Rushan,Lingua xugní [gl],Bajui,Bartangskie,Bartangskij,Khufi,Rosani,Roshani,Rošorvskij,Rushanskie,Shahdara,Shughnan,Shugni
Bartangi-Roshorvi	
Bartangi	Bartang
Oroshor	Oroshori,Roshorvi
Roshani-Khufi	Oroshani,Roshani,Rushan,Rushani
Khufi	Chuf,Khuf
Rushani	Oroshani,Roashani,Roshni,Rushan
Shughni-Shahdara-Bajui	
Bajui	
Barwozi	
Ghund Valley	
Shughni-Shahdara	
Nuclear Shughni	
Shahdara	
Yazgulyam	Yazgulyami,Yazgulami,Iazgulem,Yazgulam,Yazgulamí,Yazgulâmi,Jazgulami keel [et],Jazguljamin kieli [fi],Yazgoulyameg [br],Jazguljamskoj,Jazgulyamskij,Yazghulami,Yazgoulami,Yazgulyamskij,Yuzdomi zəvég,Zgamígayi zəvég,Zgamígi zəvég
Lower Yazgulyam	
Upper Yazgulyam	
Yidgha-Munji	Yidgha-Munja
Munji	Munjani,Munjhan,Munjiwar,Munyí,Mundžanskij,Mundžanskogo,Mungi,Yidgha-Munji
Central Munji	
Mamalgha Munji	
Northern Munji	
Southern Munji	
Yidgha	Lutkuhwar,Munyaní,Yidga,Yudga,Yudgha,Jitka keel [et],Yidgeg [br],Yadgha,Yidghah
Ormuri-Parachi	
Ormuri	Logari dialect,Baraki,Baraks,Bargista,Oormuri,Ormui,Ormur,Ormurí,Urmuri,Logar Ormuri,ORM OrmuRi,Burki,Ormari,Warmaro
Kanigurami	
Logar	
Parachi	Parachí
Ghujulan	
Nijrau	
Shutul	
Pashto	
Nuclear Pashto	
Central Pashto	Pashto,Mahsudi,Pakhto,Pashto, Central,Peshwari,BAN Bannu Pashto,KRK Karak Pashto,Kandahari,LAK Lakki Marwat Pashto,MIR Miran Shah Pashto (North Waziristan),Pashto-Central,SW Pashto Waziri Bannuchi etc,Southeast Pashto (SE),WAA Wana Pashto (South Waziristan),Waziri (WAZ),Waziri Pashto
Bannuchi	Bannochi,Bannu
Waciri	Waziri
Northern Pashto	Afghan,Eastern Afghan,Pakh'to,Pakhto,Pakhtoo,Pakhtu,Paktu,Pashto,Pashto, Northern,Pashtu,Passtoo,Pushto,Pusto,Yusufzai Pashto,Afghan Pashto,BAF Baffa Pashto,BAJ Bajaur Pashto,BAR Bar/Loi Shilman Pashto,BAT Batagram Pashto,CHE Cherat Pashto,CHS Charsadda Pashto,DIR Dir Pashto,Eastern Afghan Pashto,JAL Jallozai Pashto,JAM Jamrud Afridi Pashto,Jalalabad,Kabul Pashto,MAD Madyan Pashto,MAL Mallagori Pashto,MAR Mardan Pashto,MIN Saidu Sharif/Mingora Pashto,MOH Mohmand Pashto,Most informants from Laghman/Afghanistan,NE Pashto Yusufzai etc,NIG Ningrahar Pashto,Northeast (NE),Northwest Pashto (NW),OGI Oghi Pashto,PES Peshawar Pashto,Pashto Peshawar,Pashto spoken by Tegey (who was born in Kabul),Pashto-Northern,Peshawar Pashto,Presumably Northern Pashto,Presumbaly Pashto from Andrabayo Province-Kabul,Probably Kabul Pashto,SHN Shinwari Pashto,SWA Swabi Pashto,TIR Tirah Afridi Pashto,Variety not declared but,ZKH Zakha Khel Afridi Pashto,Zapadny i Vostochnyj Pushtu
Durani	
Ghilzai	
Ningraharian Pashto	
Northwestern Pakhto	
Northeastern Pashto	
Afridi	
Kohat Pashto	Kohat
Mohmand	
Shilmani	
Shinwari	
Yusufzai	
Southern Pashto	Afghan,Kandahari,Pakhtoo,Pakhtu,Paktu,Pashto,Pashto, Southern,Pashtu,Pushto,Quetta-Kandahar Pashto,Afghanistan presumably Kandahar,CHA Chaman Pashto,Doesn't say explicitly but presumably Afghani Pashto,Dzadrani,Dzadrani (DZA),KAK Pashin KakaRi Pashto,KHR Kandahar Pashto,Kandahar,Kandahar Pashto,PAS Pishin Pashto,Pashto Southern Pashto,Pashto-Southern,QUE Quetta Pashto,SW Pashto Kandahar etc,Southeastern Pashto,Southwest Pashto (SW)
Kandahar Pashto	Qandahar Pashto
Quetta Pashto	
Southwestern Pashto	
Southeastern Pashto	
Waneci	Chalgari,Pashto,Tarino,Vanechi,Wanechi,Wanetsi,Vanetsi,WCI WaNeci,Waṇecī
Saka-Wakhi	
Saka	
Khotanese	Khotanese-Sakan,Saka,Sakan,Sakian,Khotanais [fr],Sakan [en]
Tumshuqese	Tumshuqese Sakan
Wakhi	Guhjali,Khik,Vakhan,Vakí,Wakhani,Wakhigi,Lingua vakhí [gl],Língua wakhi [pt],Vahanin kieli [fi],Vahhi keel [et],Wakheg [br],Vaxanskij,Waxi
Central Wakhi	
Eastern Wakhi	
Gojal	
Ishkoman	
Western Wakhi	
Yarkhun	
Yasin (Indo-European)	
Sanglechi-Ishkashimi	
Ishkashimi	Ishkashmi,Ishmashmi,Iskasimskij,Iškašimskij,Iškāšami,Zebaki,Eshkashimi,Eškāšmī,Ishkashim
Nuclear Ishkashimi	
Zebak	
Sanglechi	Sanglichi,Sangliči,Sangličskij
Southwestern Iranian	
Middle-Modern Persian	
Modern Southwestern Iranian	
Bashkardi	Bashaka,Baskardí,Bandari,Bašakardi of Dahwast,Hormoz,Jiroft-Kahnuj,Jirofti,Kahnuji,Keshmi,Minab,Minabi,Minâb,Rudan,Rudbari,Rudbāri-ye Kermān,S Bashkerdi
Northern Bashaka	
Garmsiri	
Halilrudi	
Jirofti	
Kahnuji	
Rudbāri (Halilrud)	
Minabic	
Bandar Abbas	
Manujani	
Minabi	
Rudani	
North Bashkardi	
Southern Bashaka	
Garahven	
Gwafr	
Parmont	
Pirou	
Shahbavek	
Farsic-Caucasian Tat	
Caucasian Tat	
Judeo-Tat	Bik,Dzhuhuric,Hebrew Tat,Jewish Tat,Judeo-Tatic,Judeo-tatí (Israel),Juhuri,Juhuri (Caucase),Juhuri (Israël),Juwri,Cuhuri [tr],Djouhourieg [br],Juhuri [fr],Juhuri language [en],Dağ yəhudiləri dili
Derbend	
Muslim Tat	Tat (Muslim),Tat,Mussulman Tati,Tat, Muslim,Tati,Tatí musulmán,Tat language [en],Tata lingvo [eo],Tateg [br],Tatin kieli [fi],Armeno-Tat,Armyansko-Tatskie,Balaxany-etc Tatski,Tat de l'Apshéron,Tat-Muslim
Absheron	
Armeno-Tat	
Aruskush-Daqqushchu	Khyzy
Balakhani	
Devechi	
Lahyj	
Malham	
Northern Tats	
Qonaqkend	
Quba (Indo-European)	
Qyzyl Qazma	
Surakhani	
Farsic	
Eastern Farsic	
Aimaq	Barbari,Berberi,Chahar-Aimaq,Char Aimaq,Aimakeg [br],Aimaq dialect [en],Aimaq jezik [hr],Aímagíska [is],Chahar Aimaq
Chinghizi	
Firozkohi	Firozkodi
Jamshidi	Djamchidi,Dzhemshid,Jamshedi,Yemchidi
Maliki	
Mizmast	
Taimuri	
Taimani	
Teimuri	Teimurtash
Zainal	
Zohri	Zuri
Dari	Dari (in Afghanistan),Farsi,Afghan Persian,Badakhshi,Darwazi,Farsi, Eastern,Madaglashti,Neupersisch,Parsi,Persian,Tajik,Afghan Persian [en],Abdoltili,Dari of Herat,Farsi-Kabuli,Fourteenth-century manuscript in Tashkent on secret forms of communication comprising a vocabulary for an underworld Shi'ite argot,Geratskij Dari,Kabuli-Persian,Kandahari Pashtuns who live in Sholgar district of Balkh province,Kâboli,Uzbek Gypsies
Nuclear Dari	
Parsiwan	
Dehwari	Deghwari,Dehwari just individual words cited
Hazaragi	Azargi,Hazara,Hazaras,Hezare'I,Hezareh,Hazara [fr],Hazaraga lingvo [eo],Hazarageg [br],Hazaragi [de],Idioma hazara [es],Língua hazaragi [pt],Khazara,Xazara
Pahlavani	Afghanistan
Tajikic	
Bukharic	Bokharan,Bokharian,Bokharic,Boukharique,Bukharan,Bukharian,Bukharin,Bukárico,Judeo-Tajik,Bouc'horeg [br],Buhori dili [tr],Bukhori language [en],Język bucharski [pl],Língua Bukhori [pt],Bokhārā'i,Bukharan Jews,Bukharan Tajik of Uzbekistan a dialect of Northern Tajik seems to be encompassed in the Bukharan,Govor Tadžikov Buxary a dialect of Northern Tajik seems to be encompassed in the Bukharan,Jargon Jewish Persian of Herat,Modern Jewish Persian variant closest to Bukharic,Quant au curieux langage des Juifs de Hérat qui fut signalé par Zarubin ce n'est apparemment qu'un jargon,Samarkandsko-Evrejskij,Bukhari,Bukhori
Tajik	Tadzhik,Tajiki,Afghan Farsi,Dari,Farsi (Eastern),Galcha,Herati,Kaboli,Kabuli,Khorasani,Tadjik,Tadzik,Tajiki Persian,An Táidsícis [ga],Bahasa Tajik [id],Idioma tayiko [es],Język tadżycki [pl],Kitajiki [sw],Limba tadjică [ro],Lingua Tadzikistanica [la],Lingua tagica [it],Lingua taxica [gl],Língua tadjique [pt],Tacik dili [az],Tacik tili [crh],Taciki [diq],Tacikçe [tr],Tadjik [ca],Tadjikeg [br],Tadschikische Sprache [de],Tadschiksche Spraak [nds],Tadsjikisk [no],Tadsjikisk språk [nn],Tadzjieks [nl],Tadzjikiska [sv],Tadžiki keel [et],Tadžikin kieli [fi],Tadžiku valoda [lv],Tadžikų kalba [lt],Tadžički jezik [bs],Tayik simi [qu],Taĝika lingvo [eo],Tádzsik nyelv [hu],Tádžičtina [cs],An early fifteenth-century variety of New Persian that had currency in the Timurid court in Samarkand,Badakhshani,Badakhshi (Ghalchas who shifted to Persian),Darwazi,Derbentskij,Fārsi-e Tājikestān,Gissar Tajik,Goronskij,Karatagskij,Karategin,Kuljub Tajik,Matchin Tajik,Tadžikov vaxio-bolo,Tajiksko-Ishkashimskij,Tajiksko-Mundžanskij,Tajiksko-Vaxanskij,Tangshew
Badakhshan	
Darwazi	
Derbent	
Goron	
Hissar Tajik	
Karatag	
Kuljub	
Lyuli	Luli
Matchin	
Vaxio-Bolo	
Judeo-Persian	Djudi,Dzhidi,Judi
Western Farsi	Persian,Farsi,Farsi, Persian,Farsi (Western),Farsi, Western,Irani,Iranian Persian,Neupersisch,New Persian,Parsi,Tehrani Persian,Iranian Persian [en],Abadah,Abadeh,Baft,Bandar Abbasi Persian,Bandar Khamir,Behbahani Persian,Bushehr Persian,Damavand,Dashti,Derevni Tadžriš,Farsi dar Azerbaijan,Farsi-Western,Farsi-e Šuštari,Ferdowsi,Gorgan,Herat Persian,Heravi Persian,Isfahan Persian,Jahromi,Jajrud,Jargon of Iranian Dervishes,Kashmari,Kazeruni,Kermani Lahja Persian,Kermani Persian,Khamir,Khorasani Persian,Malayeri,Perisan,Persan Qâyen,Persan Sistan,Persian Birjand,Persian of Zarand,Persiana,Persicae,Perside dialect with Caspian overlay,Persisch,Qayin,Quchan,Sabzevari,Savah,Saveh,Shemiran,Shushtari Persian,Sirjan,Sistani,Sistani Persian,Tajris,Tajrish,Taleqan and Karaj,Tangesiri,Tangsiri,Torbat Haidariyya,Western Persian
Central Persian	
Esfahani	
Kermani Persian	
Eastern Persian	
Khorasan Persian	
Birjandi	
Damghani Persian	
Ferdosi	
Gonabadi	
Kashmari	
Mashhadi Persian	
Neyshaburi	
Qayini Persian	
Quchani	
Sabzevari	
Shahrudi Persian	
Taybadi	
Torbate Haydariei	
Torbate Jami	
Sistani Persian	
Northern Persian	
Araki (Iran)	
Gorgani Persian	
Karbalai	
Kermanshahi Persian	
Ketabi (Literary)	Ketabi
Mahalati	
Malayeri	
Perso-Tabaric	Qazvini
Damavandi	
Lower Jajrudi	
Shemiran	
Taleqan-Karaj	
Qazvini Persian	
Qomi Persian	
Savei	
Tehrani	
Southern Persian	
Bandari	Bandar-Abbasi
Bandar Abbasi	
Hajiab	
Khamiri	
Lengei	
Qeshmi	
Bushehri	
Bahraini	
Dashtestani	
Dashti	
Jami	
Nuclear Bushehri	
Tangestani	
Fars Persian	
Abadei	
Basseri	
Jahromi	
Kazeruni	
Old Shirazi	
Shirazi	Jidi,Judeo-Shirazi
Khuzestani	
Abadani	
Ahvazi	
Behbahani	
Ramhormozi	
Kumzari	Kumzai,Idioma kumzari [es],Koumzareg [br],Kumzari [de],Kumzarų kalba [lt],Kûmzarî [ku],Luenga kumzari [ext],Kamzaree clearly an Iranian lg,Komzari,Kamzáree,Komzāri,Kumzāri
Larestani	Achomi,Fars,Lari,Lareg [br],Larestani dialects [en],Lari [en],Bastaki,Buchiri,Fini,Khonji,Khunjī,Khunjī,Larestanica,Larskaya gruppa,Xonji
Bastak	
Bixa	Bikha
Evaz	
Gerash	
Xonj	Khonj
Lari	Nuclear Lari
Luric-Dezfulic	
Dezfuli-Shushtari	Dezfuli,Dezhfili,Dizfuli,Dezfuli [en]
Dezfuli	
Shushtari	
Luric	
Bakhtiari-Southern Lori	
Bakhtiari	Lori,Lori-ye Khaveri,Luri,Bakhtiari dialect [en],Ardal,Baxtiarias,Baxtiarov Čexarleng i Xeftleng
Charlang	
Chelgerd	
Haft-Lang	
Kuhrang	Kohrang
Southern Luri	Lor,Lori,Lori-ye Jonubi,Lur,Luri,Luri, Southern,Ruliy,Boirahmadi,Boyerahmadi,Kuh Gilu,Kurdshuli,Kurdšuli,Luri-Southern,Mamasani,Mamasseni,Mammaseni,Marvdasht Plain,Marvdashti
Boyerahmadi	
Kohgiluyeh	
Mamasani	
Shuli	
Yasuji	Yasichi
Northern Luri	Luri,Bakhtiari, Feyli,Lori,Luri (Northern),Luri, Northern,Borujerdi dialect [en],Feili,Gio,Kleinluren/Feili,Luri-Northern,Mostly Khurramabadi,Nahavandi,Nehavandi,Xorram Abad Shasawar,Xorramābād
Andimeshki	
Bala-Gariva'i	
Borujerdi	
Cagani	
Khorramabadi	
Mahali (Iran)	
Nahavandi	
Fars Dialects	Fars,Fars, Southwestern,Davani dialect [en],Southwestern Fars [en],Angali,Ardakani,Behbahan,Bushihr,Bušehr,Bùringûnî,Dalirān,Dashti,Dashtī (Dashtinī),Dashtī (Dashtinī),Davani,Davānī,Davānī,Fars dialects,Fars-Southwestern,Gāvkošak in Kuhmarra Noudān,Judeo-Shirazi likely intelligible to Fars Dialects,Kharg,Mâsärmî,Pāpūnī,Pâpûnî,Pāpūnī,SW Farsa,Shirazi Jews,Somghûnî,Southwestern Fars,Sumghānī,Sumghānī,V2:154-158 brief summary of Southwestern Fars,Xarg
Ardakani	
Buringuni	
Davani	
Judeo-Shirazi	
Kalati	
Kondazi	
Masarmi	
Papuni	
Somghuni	
Xullari	
Pahlavi	Middle Persian,Mittelpersisch,Pahlvi,Pehlevi,Western Middle Iranian,Westmitteliranische
Old Persian (ca. 600-400 B.C.)	Altpersisch,Old Persian,Altpersische Sprache [de],Bahasa Persia Kuno [id],Fornpersiska [sv],Gammelpersisk [no],Język staroperski [pl],Lingua Persica antiqua [la],Lingua persiana antica [it],Língua persa antiga [pt],Muinaispersia [fi],Old Persian [en],Old Persian language [en],Oldpersisk [da],Persian, Old (ca.600-400 B.C.) [en],Senpersu valoda [lv],Vieux-perse [fr],Drevnepersidskij,Median similar enough to have been intelligible to Old Persian (ca. 600-400 B.C.),Vieux-perse
Nuristani	
Ashkun	Ashkund,Ashkuni,Askun,Askún,Wamai,Wamayi,Ashkun jezik [hr],Askunu [no],Askunu language [en],Askúnska [is],Język aszkun [pl],Lingua ascunu [gl],Kafir-Siahpouche in Mashhad,Kafirs,Wama,Wama Ashkun
Ashkunu	Ashuruveri,Ashūru-vēri,Kolata,Titin Bajaygul
Sanu-Gramsena	Gramsukraviri
Katë	Kati (in Afghanistan),Bashgali,Kativiri,Nuristani,Kati,Bašgalī,Katí,Kata-vari [en],Kati [en],Kati jezik [hr],Bushgali,Eastern Kativiri,Eastern Kâta-vari,Jashi people once had a language of their own and occupied much of the Lower Bashgal valley before the arrival of the Kom some 400 years ago: they now speak the language of the Kom people,Kafir-Siahpouche Bachgali-Loudhé,Kamdeshi,Kamviri,Kom,Koreishi (Katti),Shekhani
Kamviri	Kamdeshi,Kamik,Lamertiviri,Shekhani,Jashi people once had a language of their own and occupied much of the Lower Bashgal valley before the arrival of the Kom some 400 years ago: they now speak the language of the Kom people,Kom
Lamertiviri	
Kamdeshi	Nuclear Kamviri
Kataviri	Kativiri
Eastern Kataviri	Eastern Kativiri
Western Kataviri	Western Kativiri
Ktivi	
Kulam	
Peruk	
Ramgel	
Mumviri	Mumvíri
Prasun	Prasuni,Nuristani,Wasi-weri,Parun,Prasuní,Pārūnī,Veron,Verou,Veruni,Wasi-Veri,Język wasi-weri [pl],Prasun [fr],Prasuni [en],Vasi-vari language [en],Paruni,Vasi vari,Vasi-vari,Vâsi-vari,Wasi-Wari
Central Prasun	Central Wasi-weri
Lower Prasun	Lower Wasi-weri,Ushut
Upper Prasun	Upper Wasi-Weri,Upper Wasi-weri
